Time_s,EC_true,R_soil_true_Ohm,I_true_A,I_meas_A,I_comp_A,EC_raw,EC_est,Error_raw,Error_comp
4.07,2e-06,50000,1.99999997478956e-05,2.43067971037746e-05,4.58736353105678e-05,2.43066684280122e-06,4.58735353641288e-06,4.30666842801223e-07,2.58735353641288e-06
4.071,2e-06,50000,1.99999997478956e-05,2.27952130154326e-05,4.58640991869906e-05,2.27950939985422e-06,4.58640346308355e-06,2.79509399854222e-07,2.58640346308355e-06
4.072,2e-06,50000,1.99999997478956e-05,2.2380353171591e-05,4.58545374666492e-05,2.23802376771458e-06,4.58545123461488e-06,2.3802376771458e-07,2.58545123461488e-06
4.073,2e-06,50000,1.99999997478956e-05,2.27996830520533e-05,4.58466564348215e-05,2.27995675067335e-06,4.58466522278769e-06,2.7995675067335e-07,2.58466522278769e-06
4.074,2e-06,50000,1.99999997478956e-05,2.78155079514322e-05,4.58376030666926e-05,2.7815383954171e-06,4.58375594182638e-06,7.81538395417096e-07,2.58375594182638e-06
4.075,2e-06,50000,1.99999997478956e-05,2.34369873007633e-05,4.58286111256053e-05,2.34368661762828e-06,4.58285318727455e-06,3.43686617628276e-07,2.58285318727455e-06
4.076,2e-06,50000,1.99999997478956e-05,2.3163218916054e-05,4.58192638970924e-05,2.31632028407524e-06,4.58191514016474e-06,3.16320284075244e-07,2.58191514016474e-06
4.077,2e-06,50000,1.99999997478956e-05,2.3172584934962e-05,4.58101677667967e-05,2.31725324667895e-06,4.58100266077962e-06,3.17253246678951e-07,2.58100266077962e-06
4.078,2e-06,50000,1.99999997478956e-05,2.62442231459567e-05,4.58004523105293e-05,2.6244174486093e-06,4.58002845494835e-06,6.244174486093e-07,2.58002845494835e-06
4.079,2e-06,50000,1.99999997478956e-05,2.0423030258518e-05,4.57911808723782e-05,2.04229488908371e-06,4.57909915880841e-06,4.22948890837055e-08,2.57909915880841e-06
4.08,2e-06,50000,1.99999997478956e-05,2.55211744834426e-05,4.57819391219298e-05,2.55211524782151e-06,4.57817321355714e-06,5.52115247821509e-07,2.57817321355714e-06
4.081,2e-06,50000,1.99999997478956e-05,2.22389069410378e-05,4.57726978687806e-05,2.22388289425181e-06,4.57724769249816e-06,2.23882894251806e-07,2.57724769249816e-06
4.082,2e-06,50000,1.99999997478956e-05,2.30383394522354e-05,4.57647154977635e-05,2.3038281792019e-06,4.57644855094785e-06,3.03828179201896e-07,2.57644855094785e-06
4.083,2e-06,50000,1.99999997478956e-05,2.47424970287594e-05,4.57567992158975e-05,2.47423814172641e-06,4.57565630134153e-06,4.74238141726415e-07,2.57565630134153e-06
4.084,2e-06,50000,1.99999997478956e-05,2.18507134423765e-05,4.5747168813538e-05,2.18506028033604e-06,4.57469287487313e-06,1.85060280336038e-07,2.57469287487313e-06
4.085,2e-06,50000,1.99999997478956e-05,2.42921161912823e-05,4.57385588503227e-05,2.42919994895001e-06,4.57383187668211e-06,4.29199948950011e-07,2.57383187668211e-06
4.086,2e-06,50000,1.99999997478956e-05,2.33959521465012e-05,4.57292394200968e-05,2.33958725891479e-06,4.57290029681551e-06,3.39587258914793e-07,2.57290029681551e-06
4.087,2e-06,50000,1.99999997478956e-05,2.10231296384008e-05,4.57196924202923e-05,2.10231186242728e-06,4.57194636227064e-06,1.0231186242728e-07,2.57194636227064e-06
4.088,2e-06,50000,1.99999997478956e-05,2.38748138891248e-05,4.57119694784845e-05,2.38746914851942e-06,4.57117497842741e-06,3.87469148519417e-07,2.57117497842741e-06
4.089,2e-06,50000,1.99999997478956e-05,2.4570606325791e-05,4.57033391290166e-05,2.45705286330483e-06,4.57031326868998e-06,4.57052863304831e-07,2.57031326868998e-06
4.09,2e-06,50000,1.99999997478956e-05,2.46739209450729e-05,4.56942623024807e-05,2.46738170024614e-06,4.56940733026022e-06,4.6738170024614e-07,2.56940733026022e-06
4.091,2e-06,50000,1.99999997478956e-05,2.25169018046509e-05,4.56854236461714e-05,2.25168596321041e-06,4.56852550816138e-06,2.51685963210412e-07,2.56852550816138e-06
4.092,2e-06,50000,1.99999997478956e-05,2.35025761584135e-05,4.56767883995952e-05,2.35025007144805e-06,4.56766430864065e-06,3.50250071448052e-07,2.56766430864065e-06
4.093,2e-06,50000,1.99999997478956e-05,2.4647054956888e-05,4.56675530578731e-05,2.46469242793527e-06,4.56674362042899e-06,4.64692427935266e-07,2.56674362042899e-06
4.094,2e-06,50000,1.99999997478956e-05,2.44880911204253e-05,4.56588466789736e-05,2.44880495948524e-06,4.56587600531083e-06,4.48804959485239e-07,2.56587600531083e-06
4.095,2e-06,50000,1.99999997478956e-05,2.28347513718018e-05,4.56497777714188e-05,2.28347240765029e-06,4.56497261366948e-06,2.83472407650286e-07,2.56497261366948e-06
4.096,2e-06,50000,1.99999997478956e-05,2.12538999145865e-05,4.56407247617601e-05,2.12537924236299e-06,4.56407116215905e-06,1.2537924236299e-07,2.56407116215905e-06
4.097,2e-06,50000,1.99999997478956e-05,2.40216331925028e-05,4.56319125205234e-05,2.40215961982492e-06,4.56318918545812e-06,4.02159619824922e-07,2.56318918545812e-06
4.098,2e-06,50000,1.99999997478956e-05,2.41023613292955e-05,4.56227635930682e-05,2.41022445921123e-06,4.56227045840599e-06,4.10224459211233e-07,2.56227045840599e-06
4.099,2e-06,50000,1.99999997478956e-05,2.62189178348637e-05,4.56142692555092e-05,2.62188631148683e-06,4.56141779580609e-06,6.21886311486827e-07,2.56141779580609e-06
4.1,2e-06,50000,1.99999997478956e-05,2.07495960482513e-05,4.56051985189956e-05,2.07495290319604e-06,4.56050762603133e-06,7.49529031960365e-08,2.56050762603133e-06
4.101,2e-06,50000,1.99999997478956e-05,2.28995007849251e-05,4.5596633015995e-05,2.28993806156391e-06,4.5596484854377e-06,2.89938061563912e-07,2.5596484854377e-06
4.102,2e-06,50000,1.99999997478956e-05,2.43128900149745e-05,4.55876726803064e-05,2.43127615730308e-06,4.55875008853337e-06,4.31276157303075e-07,2.55875008853337e-06
4.103,2e-06,50000,1.99999997478956e-05,2.33531995401202e-05,4.55779872552422e-05,2.33531217308353e-06,4.55777938951852e-06,3.3531217308353e-07,2.55777938951852e-06
4.104,2e-06,50000,1.99999997478956e-05,2.71710316883822e-05,4.55695432675874e-05,2.71708957979362e-06,4.55693344789505e-06,7.17089579793619e-07,2.55693344789505e-06
4.105,2e-06,50000,1.99999997478956e-05,2.28776330827223e-05,4.55604429045228e-05,2.28775232892986e-06,4.55602210031287e-06,2.87752328929859e-07,2.55602210031287e-06
4.106,2e-06,50000,1.99999997478956e-05,1.93000098205798e-05,4.55515518957624e-05,1.92999073325738e-06,4.55513207029933e-06,-7.00092667426185e-08,2.55513207029933e-06
4.107,2e-06,50000,1.99999997478956e-05,2.48442804927868e-05,4.55423713039019e-05,2.48441909146419e-06,4.55421341655235e-06,4.84419091464194e-07,2.55421341655235e-06
4.108,2e-06,50000,1.99999997478956e-05,2.10295391884092e-05,4.5533611299755e-05,2.10295021277772e-06,4.5533371942125e-06,1.0295021277772e-07,2.5533371942125e-06
4.109,2e-06,50000,1.99999997478956e-05,2.58933216495438e-05,4.55243191403352e-05,2.58932406927978e-06,4.55240811130138e-06,5.8932406927978e-07,2.55240811130138e-06
4.11,2e-06,50000,1.99999997478956e-05,2.42609713679567e-05,4.551558323809e-05,2.426093861549e-06,4.55153499185995e-06,4.26093861549005e-07,2.55153499185995e-06
4.111,2e-06,50000,1.99999997478956e-05,2.29208507026041e-05,4.55061404553406e-05,2.29207607343326e-06,4.55059159904734e-06,2.92076073433261e-07,2.55059159904734e-06
4.112,2e-06,50000,1.99999997478956e-05,2.17816071570761e-05,4.54969423615709e-05,2.17815112928123e-06,4.54967302811508e-06,1.78151129281235e-07,2.54967302811508e-06
4.113,2e-06,50000,1.99999997478956e-05,2.68667099672825e-05,4.54884266665095e-05,2.68666269882493e-06,4.54882293570555e-06,6.86662698824929e-07,2.54882293570555e-06
4.114,2e-06,50000,1.99999997478956e-05,2.40932778335938e-05,4.54796954125484e-05,2.40931522221476e-06,4.5479516545709e-06,4.09315222214764e-07,2.5479516545709e-06
4.115,2e-06,50000,1.99999997478956e-05,2.26623891163418e-05,4.5471076011113e-05,2.26622887206606e-06,4.54709186238476e-06,2.66228872066057e-07,2.54709186238476e-06
4.116,2e-06,50000,1.99999997478956e-05,2.22939368607597e-05,4.54615830788641e-05,2.22938469740868e-06,4.54614531089965e-06,2.29384697408681e-07,2.54614531089965e-06
4.117,2e-06,50000,1.99999997478956e-05,2.32162475497574e-05,4.54530010234337e-05,2.32161247950903e-06,4.54528992312859e-06,3.21612479509033e-07,2.54528992312859e-06
4.118,2e-06,50000,1.99999997478956e-05,2.57911614601559e-05,4.54430250452847e-05,2.57910418222263e-06,4.54429600523233e-06,5.79104182222634e-07,2.54429600523233e-06
4.119,2e-06,50000,1.99999997478956e-05,2.69643041603603e-05,4.54337564607925e-05,2.69642847167293e-06,4.54337295521877e-06,6.96428471672929e-07,2.54337295521877e-06
4.12,2e-06,50000,1.99999997478956e-05,2.35891999054778e-05,4.54249503004995e-05,2.35891923429151e-06,4.5424943609645e-06,3.58919234291514e-07,2.5424943609645e-06
4.121,2e-06,50000,1.99999997478956e-05,2.43062221187106e-05,4.5416010799876e-05,2.43060935785838e-06,4.54159653731737e-06,4.3060935785838e-07,2.54159653731737e-06
4.122,2e-06,50000,1.99999997478956e-05,2.41205856550794e-05,4.5408168790666e-05,2.41205074344349e-06,4.54080923054259e-06,4.12050743443492e-07,2.54080923054259e-06
4.123,2e-06,50000,1.99999997478956e-05,2.05863780449141e-05,4.5399368937856e-05,2.05862689917573e-06,4.53992608500145e-06,5.86268991757272e-08,2.53992608500145e-06
4.124,2e-06,50000,1.99999997478956e-05,2.37932211572791e-05,4.53903446677499e-05,2.37931569440672e-06,4.53902077384557e-06,3.79315694406723e-07,2.53902077384557e-06
4.125,2e-06,50000,1.99999997478956e-05,2.26495239514758e-05,4.53805478460619e-05,2.26494549564723e-06,4.53803836928187e-06,2.64945495647232e-07,2.53803836928187e-06
4.126,2e-06,50000,1.99999997478956e-05,2.27757645612648e-05,4.53707299253595e-05,2.27756508572856e-06,4.53705427549e-06,2.77565085728558e-07,2.53705427549e-06
4.127,2e-06,50000,1.99999997478956e-05,2.3272294601058e-05,4.53613807635777e-05,2.32722702812444e-06,4.53611756413401e-06,3.27227028124441e-07,2.53611756413401e-06
4.128,2e-06,50000,1.99999997478956e-05,1.83625013208107e-05,4.53528837778176e-05,1.8362419645591e-06,4.53526656945471e-06,-1.63758035440898e-07,2.53526656945471e-06
4.129,2e-06,50000,1.99999997478956e-05,2.2226957488142e-05,4.5343380427303e-05,2.22269179371377e-06,4.53431516297862e-06,2.22691793713771e-07,2.53431516297862e-06
4.13,2e-06,50000,1.99999997478956e-05,2.48987837424212e-05,4.53339285684595e-05,2.48986713144509e-06,4.53336930732532e-06,4.89867131445092e-07,2.53336930732532e-06
4.131,2e-06,50000,1.99999997478956e-05,2.37603859559475e-05,4.53246180574472e-05,2.37602611798449e-06,4.53243798219422e-06,3.76026117984486e-07,2.53243798219422e-06
4.132,2e-06,50000,1.99999997478956e-05,2.26197009559242e-05,4.53145362971465e-05,2.26196536879537e-06,4.53142994085729e-06,2.61965368795371e-07,2.53142994085729e-06
4.133,2e-06,50000,1.99999997478956e-05,2.29337058332351e-05,4.53055904038842e-05,2.29336533165226e-06,4.53053584643254e-06,2.93365331652263e-07,2.53053584643254e-06
4.134,2e-06,50000,1.99999997478956e-05,2.16094508902503e-05,4.52969669705087e-05,2.16094453922563e-06,4.52967431407315e-06,1.60944539225635e-07,2.52967431407315e-06
4.135,2e-06,50000,1.99999997478956e-05,2.22954061552879e-05,4.52878969154293e-05,2.2295319682676e-06,4.52876851502924e-06,2.29531968267596e-07,2.52876851502924e-06
4.136,2e-06,50000,1.99999997478956e-05,2.25007130414735e-05,4.52796773865684e-05,2.2500622503481e-06,4.52794796831874e-06,2.50062250348099e-07,2.52794796831874e-06
4.137,2e-06,50000,1.99999997478956e-05,2.32122367064311e-05,4.52702214993478e-05,2.3212113568364e-06,4.52700436500254e-06,3.21211356836405e-07,2.52700436500254e-06
4.138,2e-06,50000,1.99999997478956e-05,2.45997482943225e-05,4.52610943832879e-05,2.45997127610136e-06,4.5260939427086e-06,4.59971276101361e-07,2.5260939427086e-06
4.139,2e-06,50000,1.99999997478956e-05,2.35086943558557e-05,4.52523105622694e-05,2.35086027879106e-06,4.52521810953244e-06,3.50860278791063e-07,2.52521810953244e-06
4.14,2e-06,50000,1.99999997478956e-05,2.34037740036937e-05,4.52425090938192e-05,2.34036754571791e-06,4.52424120697261e-06,3.40367545717907e-07,2.52424120697261e-06
4.141,2e-06,50000,1.99999997478956e-05,2.20497331700783e-05,4.5232807658785e-05,2.2049625635597e-06,4.52327468990624e-06,2.049625635597e-07,2.52327468990624e-06
4.142,2e-06,50000,1.99999997478956e-05,2.53010645516275e-05,4.52238301103826e-05,2.53009904989593e-06,4.52238065872371e-06,5.30099049895929e-07,2.52238065872371e-06
4.143,2e-06,50000,1.99999997478956e-05,2.39696231385578e-05,4.52155493044445e-05,2.39694972355249e-06,4.52155413726633e-06,3.96949723552491e-07,2.52155413726633e-06
4.144,2e-06,50000,1.99999997478956e-05,2.45623286980357e-05,4.52062001751186e-05,2.45622295695917e-06,4.52061519412922e-06,4.56222956959166e-07,2.52061519412922e-06
4.145,2e-06,50000,1.99999997478956e-05,2.39412283892427e-05,4.51971741684253e-05,2.3941149201701e-06,4.51970907244929e-06,3.94114920170096e-07,2.51970907244929e-06
4.146,2e-06,50000,1.99999997478956e-05,2.49960154235236e-05,4.51881206413144e-05,2.49958835848557e-06,4.51880055283154e-06,4.99588358485571e-07,2.51880055283154e-06
4.147,2e-06,50000,1.99999997478956e-05,2.62593878998893e-05,4.51796702940341e-05,2.62592917070748e-06,4.51795289168376e-06,6.25929170707482e-07,2.51795289168376e-06
4.148,2e-06,50000,1.99999997478956e-05,2.27756584876186e-05,4.51708133221559e-05,2.27755449035605e-06,4.51706478296778e-06,2.7755449035605e-07,2.51706478296778e-06
4.149,2e-06,50000,1.99999997478956e-05,2.4521770039194e-05,4.51613641026376e-05,2.45216467786634e-06,4.51611767311168e-06,4.52164677866341e-07,2.51611767311168e-06
4.15,2e-06,50000,1.99999997478956e-05,2.47671192020096e-05,4.51518462888131e-05,2.47669888305573e-06,4.51516408936092e-06,4.76698883055728e-07,2.51516408936092e-06
4.151,2e-06,50000,1.99999997478956e-05,2.35343728797255e-05,4.51429550914646e-05,2.35342482336261e-06,4.51427364965211e-06,3.53424823362612e-07,2.51427364965211e-06
4.152,2e-06,50000,1.99999997478956e-05,2.69766857305209e-05,4.51339982253597e-05,2.69766523531115e-06,4.51337698835745e-06,6.97665235311147e-07,2.51337698835745e-06
4.153,2e-06,50000,1.99999997478956e-05,2.17969622730488e-05,4.51248423282482e-05,2.17969064911967e-06,4.51246077039382e-06,1.79690649119674e-07,2.51246077039382e-06
4.154,2e-06,50000,1.99999997478956e-05,2.26798276324966e-05,4.51148323025369e-05,2.26797079095538e-06,4.51145950652415e-06,2.67970790955384e-07,2.51145950652415e-06
4.155,2e-06,50000,1.99999997478956e-05,2.36908969146818e-05,4.51043475474611e-05,2.36908585184068e-06,4.5104112336624e-06,3.69085851840683e-07,2.5104112336624e-06
4.156,2e-06,50000,1.99999997478956e-05,2.35985564701623e-05,4.5095370108365e-05,2.35985243081504e-06,4.50951405032093e-06,3.59852430815043e-07,2.50951405032093e-06
4.157,2e-06,50000,1.99999997478956e-05,2.31526655231815e-05,4.5086602827318e-05,2.3152636280825e-06,4.50863821408383e-06,3.15263628082497e-07,2.50863821408383e-06
4.158,2e-06,50000,1.99999997478956e-05,2.26925511626244e-05,4.50777674260683e-05,2.26924342442451e-06,4.5077559168733e-06,2.69243424424515e-07,2.5077559168733e-06
4.159,2e-06,50000,1.99999997478956e-05,2.5030213316289e-05,4.50686270473972e-05,2.5030139845852e-06,4.50684352814864e-06,5.03013984585205e-07,2.50684352814864e-06
4.16,2e-06,50000,1.99999997478956e-05,2.34445661578905e-05,4.50590797927651e-05,2.34444530775202e-06,4.50589091952464e-06,3.44445307752024e-07,2.50589091952464e-06
4.161,2e-06,50000,1.99999997478956e-05,2.21073510108201e-05,4.505013336878e-05,2.2107318158493e-06,4.50499862616273e-06,2.10731815849299e-07,2.50499862616273e-06
4.162,2e-06,50000,1.99999997478956e-05,2.66229082502978e-05,4.50406343254455e-05,2.66228174253284e-06,4.50405160270094e-06,6.62281742532838e-07,2.50405160270094e-06
4.163,2e-06,50000,1.99999997478956e-05,2.51883500450873e-05,4.50313875300058e-05,2.51882652858452e-06,4.5031301098885e-06,5.18826528584518e-07,2.5031301098885e-06
4.164,2e-06,50000,1.99999997478956e-05,2.62220967384685e-05,4.50228291778787e-05,2.62220538195154e-06,4.50227756008062e-06,6.22205381951539e-07,2.50227756008062e-06
4.165,2e-06,50000,1.99999997478956e-05,2.35063816595052e-05,4.50133135416925e-05,2.35062958140217e-06,4.50133002826968e-06,3.50629581402167e-07,2.50133002826968e-06
4.166,2e-06,50000,1.99999997478956e-05,2.69878711173061e-05,4.500446528669e-05,2.69877973275503e-06,4.50044443501396e-06,6.98779732755026e-07,2.50044443501396e-06
4.167,2e-06,50000,1.99999997478956e-05,2.52030233440826e-05,4.49952506455538e-05,2.52029062427189e-06,4.49951911747079e-06,5.20290624271886e-07,2.49951911747079e-06
4.168,2e-06,50000,1.99999997478956e-05,2.03150072570229e-05,4.4987015650192e-05,2.03149037176273e-06,4.49869249609231e-06,3.14903717627302e-08,2.49869249609231e-06
4.169,2e-06,50000,1.99999997478956e-05,2.12880150513747e-05,4.49774300726542e-05,2.12879279292623e-06,4.49773068694153e-06,1.28792792926227e-07,2.49773068694153e-06
4.17,2e-06,50000,1.99999997478956e-05,2.46017064713423e-05,4.49684620282944e-05,2.46016634109987e-06,4.4968312128751e-06,4.60166341099867e-07,2.4968312128751e-06
4.171,2e-06,50000,1.99999997478956e-05,2.33478933563072e-05,4.49601910914192e-05,2.3347801844996e-06,4.49600197591516e-06,3.34780184499597e-07,2.49600197591516e-06
4.172,2e-06,50000,1.99999997478956e-05,2.32986867102662e-05,4.49512307900221e-05,2.3298583346759e-06,4.49510396892519e-06,3.29858334675897e-07,2.49510396892519e-06
4.173,2e-06,50000,1.99999997478956e-05,2.54827454372641e-05,4.49430591867229e-05,2.5482635718703e-06,4.49428531844552e-06,5.48263571870299e-07,2.49428531844552e-06
4.174,2e-06,50000,1.99999997478956e-05,2.66074103694885e-05,4.49339711161235e-05,2.66073711091723e-06,4.49337520426552e-06,6.60737110917225e-07,2.49337520426552e-06
4.175,2e-06,50000,1.99999997478956e-05,2.42584101628738e-05,4.49242526585819e-05,2.42583878482685e-06,4.49240236847928e-06,4.25838784826848e-07,2.49240236847928e-06
4.176,2e-06,50000,1.99999997478956e-05,2.3785777134944e-05,4.49156033429932e-05,2.37856912097532e-06,4.49153691001768e-06,3.78569120975317e-07,2.49153691001768e-06
4.177,2e-06,50000,1.99999997478956e-05,2.75916727611568e-05,4.49071678572595e-05,2.75916445296625e-06,4.4906931687036e-06,7.59164452966254e-07,2.4906931687036e-06
4.178,2e-06,50000,1.99999997478956e-05,2.35390482053141e-05,4.48983437883472e-05,2.35389235589708e-06,4.48981089936236e-06,3.53892355897076e-07,2.48981089936236e-06
4.179,2e-06,50000,1.99999997478956e-05,2.2751071302896e-05,4.48892818460275e-05,2.27510120842017e-06,4.48890520713175e-06,2.75101208420172e-07,2.48890520713175e-06
4.18,2e-06,50000,1.99999997478956e-05,2.24924138678739e-05,4.48804033616019e-05,2.24923076116438e-06,4.4880182048319e-06,2.49230761164381e-07,2.4880182048319e-06
4.181,2e-06,50000,1.99999997478956e-05,2.22407099443312e-05,4.48713699197892e-05,2.22406272531199e-06,4.48711608126051e-06,2.24062725311988e-07,2.48711608126051e-06
4.182,2e-06,50000,1.99999997478956e-05,2.37057636141241e-05,4.48623108052199e-05,2.37057391464691e-06,4.48621175802298e-06,3.70573914646912e-07,2.48621175802298e-06
4.183,2e-06,50000,1.99999997478956e-05,2.2016955411517e-05,4.48534135133084e-05,2.20169395666048e-06,4.48532394341254e-06,2.01693956660481e-07,2.48532394341254e-06
4.184,2e-06,50000,1.99999997478956e-05,2.02295813416474e-05,4.48446916644202e-05,2.02294889746908e-06,4.48445397635436e-06,2.29488974690831e-08,2.48445397635436e-06
4.185,2e-06,50000,1.99999997478956e-05,2.12576582018657e-05,4.48359084284694e-05,2.12575475881247e-06,4.48357822717949e-06,1.25754758812474e-07,2.48357822717949e-06
4.186,2e-06,50000,1.99999997478956e-05,2.43422312600744e-05,4.48269211412076e-05,2.43421467726407e-06,4.48268248666557e-06,4.34214677264071e-07,2.48268248666557e-06
4.187,2e-06,50000,1.99999997478956e-05,2.55164618530268e-05,4.48187985348398e-05,2.55164605337788e-06,4.48187323459588e-06,5.5164605337788e-07,2.48187323459588e-06
4.188,2e-06,50000,1.99999997478956e-05,2.571624386834e-05,4.48094028431311e-05,2.57161279247232e-06,4.48093750992766e-06,5.71612792472316e-07,2.48093750992766e-06
4.189,2e-06,50000,1.99999997478956e-05,2.77061812543009e-05,4.48001974497345e-05,2.77061048459558e-06,4.4800189599732e-06,7.70610484595582e-07,2.4800189599732e-06
4.19,2e-06,50000,1.99999997478956e-05,2.16191545104375e-05,4.4790987113302e-05,2.16191192795498e-06,4.47909395429589e-06,1.61911927954982e-07,2.47909395429589e-06
4.191,2e-06,50000,1.99999997478956e-05,2.60073081114194e-05,4.47822651639748e-05,2.60072450768911e-06,4.47821835001463e-06,6.00724507689106e-07,2.47821835001463e-06
4.192,2e-06,50000,1.99999997478956e-05,2.37086580186211e-05,4.47731381697244e-05,2.37086219566979e-06,4.47730244939154e-06,3.70862195669791e-07,2.47730244939154e-06
4.193,2e-06,50000,1.99999997478956e-05,2.2724283113569e-05,4.47631507463846e-05,2.27242355034575e-06,4.47630063326657e-06,2.72423550345749e-07,2.47630063326657e-06
4.194,2e-06,50000,1.99999997478956e-05,2.27987684353023e-05,4.47550102031865e-05,2.2798652036791e-06,4.47548440513356e-06,2.798652036791e-07,2.47548440513356e-06
4.195,2e-06,50000,1.99999997478956e-05,2.51574055570889e-05,4.47447969249565e-05,2.51573721649978e-06,4.4744607709139e-06,5.15737216499783e-07,2.4744607709139e-06
4.196,2e-06,50000,1.99999997478956e-05,2.47278269819641e-05,4.47358042830677e-05,2.47277433965666e-06,4.47355986355014e-06,4.72774339656658e-07,2.47355986355014e-06
4.197,2e-06,50000,1.99999997478956e-05,2.03269648714524e-05,4.47269377636408e-05,2.03268793810059e-06,4.47267194659648e-06,3.26879381005875e-08,2.47267194659648e-06
4.198,2e-06,50000,1.99999997478956e-05,2.54003274097317e-05,4.47179944518276e-05,2.54003200460562e-06,4.47177669643822e-06,5.4003200460562e-07,2.47177669643822e-06
4.199,2e-06,50000,1.99999997478956e-05,2.50431654396355e-05,4.47087937826747e-05,2.50431386035428e-06,4.47085605802873e-06,5.04313860354276e-07,2.47085605802873e-06
4.2,2e-06,50000,1.99999997478956e-05,2.31410747104216e-05,4.46990811571036e-05,2.31410046218537e-06,4.4698846033923e-06,3.14100462185374e-07,2.4698846033923e-06
4.201,2e-06,50000,1.99999997478956e-05,2.18064025937539e-05,4.46901890821194e-05,2.18063822620166e-06,4.46899559014317e-06,1.80638226201658e-07,2.46899559014317e-06
4.202,2e-06,50000,1.99999997478956e-05,2.2186026843557e-05,4.46809269144003e-05,2.21859267209947e-06,4.46806995164202e-06,2.18592672099465e-07,2.46806995164202e-06
4.203,2e-06,50000,1.99999997478956e-05,2.13502593292272e-05,4.46714608419303e-05,2.13501534756089e-06,4.46712433151237e-06,1.35015347560889e-07,2.46712433151237e-06
4.204,2e-06,50000,1.99999997478956e-05,2.34757542823791e-05,4.46612776318107e-05,2.34757260716068e-06,4.46610751919352e-06,3.47572607160676e-07,2.46610751919352e-06
4.205,2e-06,50000,1.99999997478956e-05,2.28695216190717e-05,4.46518728896045e-05,2.28694262798522e-06,4.46516884941443e-06,2.86942627985222e-07,2.46516884941443e-06
4.206,2e-06,50000,1.99999997478956e-05,2.30072914257112e-05,4.46427852013061e-05,2.30071717606191e-06,4.46426219896206e-06,3.00717176061908e-07,2.46426219896206e-06
4.207,2e-06,50000,1.99999997478956e-05,2.39632953773975e-05,4.46331042502294e-05,2.3963174073195e-06,4.46329676546501e-06,3.96317407319499e-07,2.46329676546501e-06
4.208,2e-06,50000,1.99999997478956e-05,2.30340615767231e-05,4.46236064134978e-05,2.30339903767972e-06,4.46234999876552e-06,3.03399037679725e-07,2.46234999876552e-06
4.209,2e-06,50000,1.99999997478956e-05,2.05257072759669e-05,4.46143522581032e-05,2.05256477613254e-06,4.46142790905071e-06,5.25647761325406e-08,2.46142790905071e-06
4.21,2e-06,50000,1.99999997478956e-05,2.24945340666078e-05,4.46053897830694e-05,2.24944312414347e-06,4.46053524572274e-06,2.49443124143466e-07,2.46053524572274e-06
4.211,2e-06,50000,1.99999997478956e-05,2.26298713517198e-05,4.45972075737295e-05,2.26298652214108e-06,4.45972060879359e-06,2.62986522141082e-07,2.45972060879359e-06
4.212,2e-06,50000,1.99999997478956e-05,2.04931654731393e-05,4.45882368916764e-05,2.04930566817529e-06,4.45882039769233e-06,4.93056681752891e-08,2.45882039769233e-06
4.213,2e-06,50000,1.99999997478956e-05,2.51554829011108e-05,4.45781813564424e-05,2.51554419768842e-06,4.45781078756788e-06,5.15544197688416e-07,2.45781078756788e-06
4.214,2e-06,50000,1.99999997478956e-05,1.9685844889873e-05,4.45687364939421e-05,1.96857737878691e-06,4.45686290739087e-06,-3.1422621213089e-08,2.45686290739087e-06
4.215,2e-06,50000,1.99999997478956e-05,2.43253408251452e-05,4.45597943552713e-05,2.43252223654124e-06,4.45596585166064e-06,4.32522236541241e-07,2.45596585166064e-06
4.216,2e-06,50000,1.99999997478956e-05,2.30408366172831e-05,4.45502735858856e-05,2.30407875999644e-06,4.45501114579798e-06,3.04078759996444e-07,2.45501114579798e-06
4.217,2e-06,50000,1.99999997478956e-05,2.29166742763158e-05,4.45420810028145e-05,2.29165752597617e-06,4.45418995272462e-06,2.91657525976175e-07,2.45418995272462e-06
4.218,2e-06,50000,1.99999997478956e-05,2.47303458288318e-05,4.45331045606627e-05,2.4730255512796e-06,4.45329053613239e-06,4.73025551279603e-07,2.45329053613239e-06
4.219,2e-06,50000,1.99999997478956e-05,2.30260484540289e-05,4.4523682773897e-05,2.30259561927631e-06,4.45234688777317e-06,3.02595619276314e-07,2.45234688777317e-06
4.22,2e-06,50000,1.99999997478956e-05,2.3163769217533e-05,4.45145790985485e-05,2.31637507962275e-06,4.45143547999002e-06,3.16375079622745e-07,2.45143547999002e-06
4.221,2e-06,50000,1.99999997478956e-05,2.20086369672677e-05,4.4505515811803e-05,2.20086166880342e-06,4.45052848626269e-06,2.00861668803416e-07,2.45052848626269e-06
4.222,2e-06,50000,1.99999997478956e-05,2.55882539098545e-05,4.44968678029056e-05,2.55881250306718e-06,4.44966339531642e-06,5.58812503067177e-07,2.44966339531642e-06
4.223,2e-06,50000,1.99999997478956e-05,2.53481464355427e-05,4.44877715609234e-05,2.53480145564291e-06,4.44875382886399e-06,5.34801455642913e-07,2.44875382886399e-06
4.224,2e-06,50000,1.99999997478956e-05,2.48015246252421e-05,4.44781637152797e-05,2.48014557254951e-06,4.44779350901901e-06,4.80145572549508e-07,2.44779350901901e-06
4.225,2e-06,50000,1.99999997478956e-05,2.45237076473332e-05,4.44686798737533e-05,2.45235824891492e-06,4.44684599010368e-06,4.52358248914925e-07,2.44684599010368e-06
